F,0.1,0.2,0.3,0.4,0.5
0.2,1.24,1.09,1,0.94,0.9
0.5,1.47,1.3,1.2,1.14,1.1
1,1.55,1.39,1.31,1.25,1.21
2,1.57,1.44,1.36,1.31,1.27
5,1.58,1.48,1.41,1.37,1.34
10,1.49,1.41,1.37,1.34,1.31
